Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,strain
SRR1926777,2-3 months old,RNA-Seq,50,47763950,PRJNA254994,SAMN03444210,35331709,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966386,GSM1642017,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642017,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926778,2-3 months old,RNA-Seq,50,45484700,PRJNA254994,SAMN03444329,33692794,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966387,GSM1642018,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642018,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926779,2-3 months old,RNA-Seq,50,45584550,PRJNA254994,SAMN03444277,33683507,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966388,GSM1642019,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642019,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926780,2-3 months old,RNA-Seq,50,29833150,PRJNA254994,SAMN03444294,22218430,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966389,GSM1642020,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642020,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926781,2-3 months old,RNA-Seq,50,33302100,PRJNA254994,SAMN03444281,24646944,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966390,GSM1642021,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642021,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926782,2-3 months old,RNA-Seq,50,42433250,PRJNA254994,SAMN03444168,31392639,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966391,GSM1642022,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642022,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926783,2-3 months old,RNA-Seq,50,29190550,PRJNA254994,SAMN03444252,21708389,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966392,GSM1642023,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642023,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926784,2-3 months old,RNA-Seq,50,32421050,PRJNA254994,SAMN03444246,24038376,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966393,GSM1642024,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642024,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926785,2-3 months old,RNA-Seq,50,31993900,PRJNA254994,SAMN03444307,23775885,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966394,GSM1642025,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642025,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926786,2-3 months old,RNA-Seq,50,23716600,PRJNA254994,SAMN03444303,17669821,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966395,GSM1642026,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642026,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926787,2-3 months old,RNA-Seq,50,31223150,PRJNA254994,SAMN03444192,22937471,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966396,GSM1642027,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642027,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926788,2-3 months old,RNA-Seq,50,39093550,PRJNA254994,SAMN03444379,28987287,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966397,GSM1642028,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642028,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926789,2-3 months old,RNA-Seq,50,831550,PRJNA254994,SAMN03444230,657431,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966398,GSM1642029,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642029,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926790,2-3 months old,RNA-Seq,50,43332050,PRJNA254994,SAMN03444227,31951201,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966399,GSM1642030,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642030,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926791,2-3 months old,RNA-Seq,50,43521800,PRJNA254994,SAMN03444175,32035636,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966400,GSM1642031,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642031,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926792,2-3 months old,RNA-Seq,50,39488300,PRJNA254994,SAMN03444337,29032002,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966401,GSM1642032,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642032,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926793,2-3 months old,RNA-Seq,50,36835750,PRJNA254994,SAMN03444347,27097897,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966402,GSM1642033,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642033,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926794,2-3 months old,RNA-Seq,50,37648550,PRJNA254994,SAMN03444350,27700466,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966403,GSM1642034,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642034,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926795,2-3 months old,RNA-Seq,50,36057950,PRJNA254994,SAMN03444177,26612472,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966404,GSM1642035,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642035,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926796,2-3 months old,RNA-Seq,50,38492750,PRJNA254994,SAMN03444349,28328389,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966405,GSM1642036,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642036,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926797,2-3 months old,RNA-Seq,50,15199200,PRJNA254994,SAMN03444221,11293151,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966406,GSM1642037,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642037,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926798,2-3 months old,RNA-Seq,50,30040750,PRJNA254994,SAMN03444331,22281082,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966407,GSM1642038,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642038,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926799,2-3 months old,RNA-Seq,50,30472600,PRJNA254994,SAMN03444195,22512621,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966408,GSM1642039,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642039,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926800,2-3 months old,RNA-Seq,50,35548950,PRJNA254994,SAMN03444341,26389505,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966409,GSM1642040,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642040,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926801,2-3 months old,RNA-Seq,50,47254350,PRJNA254994,SAMN03444399,34894753,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966410,GSM1642041,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642041,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926802,2-3 months old,RNA-Seq,50,45910100,PRJNA254994,SAMN03444167,33912397,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966411,GSM1642042,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642042,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926803,2-3 months old,RNA-Seq,50,46237400,PRJNA254994,SAMN03444174,34109424,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966412,GSM1642043,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642043,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926804,2-3 months old,RNA-Seq,50,44460950,PRJNA254994,SAMN03444383,32867274,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966413,GSM1642044,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642044,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926805,2-3 months old,RNA-Seq,50,39687900,PRJNA254994,SAMN03444178,29342996,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966414,GSM1642045,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642045,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926806,2-3 months old,RNA-Seq,50,31402200,PRJNA254994,SAMN03444357,23235510,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966415,GSM1642046,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642046,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926807,2-3 months old,RNA-Seq,50,37617200,PRJNA254994,SAMN03444345,27891313,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966416,GSM1642047,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642047,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926808,2-3 months old,RNA-Seq,50,40805550,PRJNA254994,SAMN03444359,30208167,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966417,GSM1642048,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642048,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926809,2-3 months old,RNA-Seq,50,37101650,PRJNA254994,SAMN03444146,27522055,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966418,GSM1642049,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642049,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926810,2-3 months old,RNA-Seq,50,36754850,PRJNA254994,SAMN03444284,27394318,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966419,GSM1642050,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642050,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926811,2-3 months old,RNA-Seq,50,2125950,PRJNA254994,SAMN03444361,1559291,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966420,GSM1642051,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642051,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926812,2-3 months old,RNA-Seq,50,40786450,PRJNA254994,SAMN03444141,30092867,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966421,GSM1642052,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642052,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926813,2-3 months old,RNA-Seq,50,40971500,PRJNA254994,SAMN03444151,30127565,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966422,GSM1642053,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642053,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926814,2-3 months old,RNA-Seq,50,46759050,PRJNA254994,SAMN03444231,34331438,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966423,GSM1642054,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642054,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926815,2-3 months old,RNA-Seq,50,19143050,PRJNA254994,SAMN03444157,14092484,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966424,GSM1642055,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642055,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926816,2-3 months old,RNA-Seq,50,49648850,PRJNA254994,SAMN03444152,36438608,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966425,GSM1642056,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642056,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926817,2-3 months old,RNA-Seq,50,52147550,PRJNA254994,SAMN03444217,38245504,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966426,GSM1642057,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642057,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926818,2-3 months old,RNA-Seq,50,38609300,PRJNA254994,SAMN03444362,28348651,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966427,GSM1642058,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642058,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926819,2-3 months old,RNA-Seq,50,27943650,PRJNA254994,SAMN03444150,20631842,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966428,GSM1642059,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642059,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926820,2-3 months old,RNA-Seq,50,49654500,PRJNA254994,SAMN03444144,36495781,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966429,GSM1642060,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642060,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926821,2-3 months old,RNA-Seq,50,9808800,PRJNA254994,SAMN03444311,7269746,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966430,GSM1642061,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642061,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926822,2-3 months old,RNA-Seq,50,30808600,PRJNA254994,SAMN03444275,22813722,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966431,GSM1642062,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642062,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926823,2-3 months old,RNA-Seq,50,323600,PRJNA254994,SAMN03444243,257769,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966432,GSM1642063,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642063,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926824,2-3 months old,RNA-Seq,50,29776600,PRJNA254994,SAMN03444139,22048795,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966433,GSM1642064,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642064,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926825,2-3 months old,RNA-Seq,50,35303350,PRJNA254994,SAMN03444182,25969413,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966434,GSM1642065,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642065,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926826,2-3 months old,RNA-Seq,50,32889700,PRJNA254994,SAMN03444222,24294776,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966435,GSM1642066,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642066,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926827,2-3 months old,RNA-Seq,50,37029850,PRJNA254994,SAMN03444394,27207565,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966436,GSM1642067,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642067,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926828,2-3 months old,RNA-Seq,50,4289900,PRJNA254994,SAMN03444316,3215203,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966437,GSM1642068,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642068,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926829,2-3 months old,RNA-Seq,50,35016650,PRJNA254994,SAMN03444272,25757821,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966438,GSM1642069,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642069,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926830,2-3 months old,RNA-Seq,50,34098900,PRJNA254994,SAMN03444353,25069182,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966439,GSM1642070,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642070,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926831,2-3 months old,RNA-Seq,50,2063100,PRJNA254994,SAMN03444326,1577230,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966440,GSM1642071,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642071,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926832,2-3 months old,RNA-Seq,50,847450,PRJNA254994,SAMN03444183,668281,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966441,GSM1642072,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642072,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926833,2-3 months old,RNA-Seq,50,16325550,PRJNA254994,SAMN03444263,12104138,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966442,GSM1642073,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642073,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926834,2-3 months old,RNA-Seq,50,17110400,PRJNA254994,SAMN03444380,12728996,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966443,GSM1642074,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642074,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926835,2-3 months old,RNA-Seq,50,71194100,PRJNA254994,SAMN03444276,52610268,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966444,GSM1642075,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642075,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926836,2-3 months old,RNA-Seq,50,220627550,PRJNA254994,SAMN03444250,161755095,long term hematopoietic stem cell,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966445,GSM1642076,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642076,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926837,2-3 months old,RNA-Seq,50,25162250,PRJNA254994,SAMN03444381,18615409,multipotent progenitor,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966446,GSM1642077,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642077,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926838,2-3 months old,RNA-Seq,50,32224850,PRJNA254994,SAMN03444384,23754084,multipotent progenitor,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966447,GSM1642078,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642078,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926839,2-3 months old,RNA-Seq,50,28930450,PRJNA254994,SAMN03444256,21375107,multipotent progenitor,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966448,GSM1642079,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642079,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926840,2-3 months old,RNA-Seq,50,24259050,PRJNA254994,SAMN03444388,17988122,multipotent progenitor,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966449,GSM1642080,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642080,hematopoietic stem and progenitor cells,SRP044256,DBA/2
SRR1926841,2-3 months old,RNA-Seq,50,32962650,PRJNA254994,SAMN03444248,24350791,multipotent progenitor,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX966450,GSM1642081,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-09-30T00:00:00Z,GSM1642081,hematopoietic stem and progenitor cells,SRP044256,DBA/2
